#Column	separation	(F9.2)	Distance from master source to user source	(.separation)	["arcsec"]	[pos.angDistance]
#Column	name	(A22)	Source name in the format '2CXO Jhhmmss.s{+|-}ddmmss[X]'	(master_source.name)	[""]	[]
#Column	ra	(A12)	Source position, ICRS right ascension	(master_source.ra)	[""]	[pos.eq.ra;meta.main]
#Column	dec	(A11)	Source position, ICRS declination	(master_source.dec)	[""]	[pos.eq.dec;meta.main]
#Column	err_ellipse_r0	(F9.2)	Major radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r0)	["arcsec"]	[]
#Column	err_ellipse_r1	(F9.2)	Minor radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r1)	["arcsec"]	[]
#Column	err_ellipse_ang	(F9.1)	Position angle (ref. local true north) of the major axis of the 95% confidence level error ellipse	(master_source.err_ellipse_ang)	["deg"]	[]
#Column	significance	(F9.2)	Highest flux significance (S/N) across all stacked observations and energy bands	(master_source.significance)	[""]	[]
#Column	likelihood_class	(A20)	Highest detection likelihood classification across all stacked observations and energy bands	(master_source.likelihood_class)	[""]	[]
#Column	hard_hm	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio	(master_source.hard_hm)	[""]	[]
#Column	hard_hm_lolim	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio (68% lower confidence limit)	(master_source.hard_hm_lolim)	[""]	[]
#Column	hard_hm_hilim	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio (68% upper confidence limit)	(master_source.hard_hm_hilim)	[""]	[]
#Column	acis_time	(F9.1)	Total livetime for all ACIS imaging observations contributing to the Master Sources Table record of the source	(master_source.acis_time)	["s"]	[]
separation	name	ra	dec	err_ellipse_r0	err_ellipse_r1	err_ellipse_ang	significance	likelihood_class	hard_hm	hard_hm_lolim	hard_hm_hilim	acis_time
   406.24	 2CXO J174514.8-290424	 17 45 14.82	-29 04 24.15	     0.96	     0.81	    166.1	     7.29	                TRUE	   0.7783	   0.6402	   0.9013	1583735.7
   406.38	 2CXO J174606.8-285705	 17 46 06.89	-28 57 05.68	     0.75	     0.74	    158.0	     3.63	                TRUE	         	         	         	 390376.6
   406.75	 2CXO J174512.1-285729	 17 45 12.19	-28 57 29.53	     1.22	     1.10	     10.0	     4.44	                TRUE	   0.9094	   0.8064	   0.9813	1596587.4
   406.80	 2CXO J174509.2-285942	 17 45 09.22	-28 59 42.97	     0.76	     0.76	      0.0	     9.16	                TRUE	   0.8919	   0.7789	   0.9675	1555721.2
   407.37	 2CXO J174510.1-285838	 17 45 10.13	-28 58 38.90	     1.32	     1.03	     82.2	     6.83	                TRUE	   0.8107	   0.7164	   0.8988	1546345.8
   409.18	 2CXO J174544.5-285343	 17 45 44.56	-28 53 43.30	     1.05	     0.98	     53.6	     6.31	                TRUE	   0.9269	   0.8451	   0.9825	1910768.3
   409.64	 2CXO J174610.4-285856	 17 46 10.46	-28 58 56.08	     0.81	     0.81	      0.0	    12.55	                TRUE	         	         	         	1842373.4
   409.73	 2CXO J174511.0-290300	 17 45 11.04	-29 03 00.59	     0.84	     0.84	      0.0	     5.57	                TRUE	   0.9994	   0.7876	   1.0000	1589456.9
   409.96	 2CXO J174538.4-285338	 17 45 38.43	-28 53 38.74	     1.55	     1.35	     58.9	     5.06	                TRUE	   0.9994	   0.9001	   1.0000	1850865.4
   411.78	 2CXO J174610.5-290206	 17 46 10.52	-29 02 06.62	     1.42	     0.94	      9.8	     9.18	                TRUE	         	         	         	1682441.1
   412.64	 2CXO J174545.3-285341	 17 45 45.38	-28 53 41.51	     1.22	     0.91	     74.3	     3.12	                TRUE	   0.8020	   0.6040	   0.9513	1899653.1
   412.93	 2CXO J174525.2-290632	 17 45 25.27	-29 06 32.89	     0.85	     0.80	    113.4	     8.88	                TRUE	   0.9994	   0.9038	   1.0000	1761745.1
   413.51	 2CXO J174609.7-285808	 17 46 09.71	-28 58 08.91	     0.79	     0.79	      0.0	     8.76	                TRUE	   0.8457	   0.7764	   0.9138	1843339.6
   413.61	 2CXO J174514.7-285621	 17 45 14.74	-28 56 21.44	     1.24	     1.04	     52.5	     5.18	                TRUE	   0.9482	   0.8751	   0.9963	1596587.4
   413.71	 2CXO J174519.0-285519	 17 45 19.05	-28 55 19.49	     0.79	     0.79	      0.0	     6.12	                TRUE	   0.8907	   0.7577	   0.9788	1752728.5
   414.55	 2CXO J174513.7-285638	 17 45 13.74	-28 56 38.50	     0.75	     0.74	    118.7	    13.72	                TRUE	   0.9994	   0.9800	   1.0000	1596587.4
   414.78	 2CXO J174508.6-285939	 17 45 08.64	-28 59 39.55	     1.02	     0.95	    149.1	     7.98	                TRUE	   0.9994	   0.8976	   1.0000	1544910.7
   415.11	 2CXO J174548.1-285347	 17 45 48.20	-28 53 47.10	     0.72	     0.72	     95.9	    18.78	                TRUE	   0.9806	   0.9650	   0.9938	1910275.2
   415.12	 2CXO J174518.6-285522	 17 45 18.60	-28 55 22.88	     0.93	     0.93	      0.0	     5.06	                TRUE	   0.9994	   0.7676	   1.0000	1752728.5
   415.62	 2CXO J174607.2-285655	 17 46 07.25	-28 56 55.35	     0.75	     0.75	      0.0	     9.77	                TRUE	   0.9694	   0.9313	   0.9938	1846381.4
   417.18	 2CXO J174611.0-290159	 17 46 11.07	-29 01 59.53	     0.92	     0.84	    107.5	     5.58	                TRUE	   0.9994	   0.5116	   1.0000	1682441.1
   417.99	 2CXO J174508.6-290143	 17 45 08.70	-29 01 43.78	    14.41	    14.41	      0.0	     3.46	                TRUE	   0.9994	   0.5465	   1.0000	1555696.4
   420.45	 2CXO J174610.5-285818	 17 46 10.53	-28 58 18.72	     0.74	     0.74	    151.2	     9.80	                TRUE	   0.9994	   0.9300	   1.0000	1843339.6
   420.75	 2CXO J174552.8-290654	 17 45 52.83	-29 06 54.02	     1.09	     0.89	    100.1	     7.00	                TRUE	   0.9994	   0.8851	   1.0000	1684138.3
   421.09	 2CXO J174559.6-290601	 17 45 59.62	-29 06 01.89	     0.73	     0.73	    108.8	    21.72	                TRUE	   0.9994	   0.9825	   1.0000	1710762.8
   421.79	 2CXO J174521.9-290617	 17 45 21.96	-29 06 17.05	     0.75	     0.73	    171.9	    20.63	                TRUE	   0.9994	   0.9650	   1.0000	1605610.0
   421.99	 2CXO J174607.0-285639	 17 46 07.06	-28 56 39.34	     0.79	     0.77	     85.5	    19.41	                TRUE	         	         	         	1857003.5
   422.20	 2CXO J174518.0-285520	 17 45 18.05	-28 55 20.00	     1.73	     1.09	      9.7	     5.09	                TRUE	   0.9994	   0.8051	   1.0000	1752728.5
   422.87	 2CXO J174512.7-290414	 17 45 12.78	-29 04 14.09	     1.17	     0.88	      6.4	     6.02	                TRUE	   0.9994	   0.8613	   1.0000	1579457.9
   422.96	 2CXO J174520.8-285448	 17 45 20.87	-28 54 48.14	     1.13	     0.98	     36.2	     6.06	                TRUE	   0.9994	   0.9413	   1.0000	1752728.5
   423.26	 2CXO J174510.8-290327	 17 45 10.82	-29 03 27.88	     0.76	     0.76	      0.0	    16.26	                TRUE	   0.7758	   0.7339	   0.8164	1589456.9
   423.64	 2CXO J174521.2-290612	 17 45 21.23	-29 06 12.63	     0.95	     0.90	    168.0	     6.52	                TRUE	   0.8357	   0.7352	   0.9313	1594495.0
   423.79	 2CXO J174604.9-290457	 17 46 04.98	-29 04 57.59	     0.85	     0.85	      0.0	     5.81	                TRUE	   0.9994	   0.7926	   1.0000	1682441.1
   425.64	 2CXO J174547.0-285332	 17 45 47.06	-28 53 32.61	     0.71	     0.71	    136.7	    28.51	                TRUE	         	         	         	1910278.3
   427.05	 2CXO J174535.0-285326	 17 45 35.06	-28 53 26.13	     2.05	     1.34	     92.8	     6.34	                TRUE	   0.9994	   0.9525	   1.0000	1850862.3
   427.22	 2CXO J174603.8-290519	 17 46 03.85	-29 05 19.70	     1.00	     1.00	      0.0	     5.26	                TRUE	         	         	         	1710772.1
   427.49	 2CXO J174601.9-285512	 17 46 02.00	-28 55 12.45	     4.02	     4.02	      0.0	     4.44	                TRUE	   0.7733	   0.6590	   0.8801	1846877.4
   428.13	 2CXO J174509.1-290245	 17 45 09.13	-29 02 45.86	     0.90	     0.85	    165.7	     8.72	                TRUE	   0.9994	   0.9450	   1.0000	1589463.1
   428.59	 2CXO J174609.9-290321	 17 46 09.93	-29 03 21.21	     0.72	     0.72	     27.9	    19.73	                TRUE	   0.9994	   0.9775	   1.0000	1682441.1
   428.63	 2CXO J174511.0-290345	 17 45 11.02	-29 03 45.34	     0.89	     0.86	    102.2	     7.13	                TRUE	   0.7758	   0.6390	   0.9076	1589456.9
   429.06	 2CXO J174610.7-290257	 17 46 10.71	-29 02 57.38	     0.91	     0.83	      6.7	     4.82	                TRUE	         	         	         	1682441.1
   429.13	 2CXO J174513.1-285623	 17 45 13.19	-28 56 23.21	     0.72	     0.72	     24.2	    33.65	                TRUE	         	         	         	1596587.4
   429.74	 2CXO J174508.6-285823	 17 45 08.70	-28 58 23.26	     0.82	     0.82	      0.0	     6.13	                TRUE	   0.8819	   0.7964	   0.9613	1506956.4
   429.75	 2CXO J174525.2-285404	 17 45 25.24	-28 54 04.78	     1.98	     1.32	     55.8	     6.52	                TRUE	   0.9994	   0.9225	   1.0000	1889486.5
   429.97	 2CXO J174539.9-285318	 17 45 39.92	-28 53 18.18	     1.28	     1.28	      0.0	     4.74	                TRUE	   0.9994	   0.9163	   1.0000	1950164.1
   430.47	 2CXO J174526.8-290702	 17 45 26.85	-29 07 02.38	     2.15	     1.83	     35.3	     6.77	                TRUE	   0.8720	   0.7876	   0.9525	1761745.1
   430.64	 2CXO J174611.8-285842	 17 46 11.86	-28 58 42.61	     0.80	     0.80	     35.8	     3.14	                TRUE	   0.8532	   0.7352	   0.9488	1842373.4
   430.70	 2CXO J174523.2-290638	 17 45 23.24	-29 06 38.30	     1.55	     1.13	    174.5	     5.82	                TRUE	   0.9994	   0.8676	   1.0000	1671789.9
   431.58	 2CXO J174604.0-285533	 17 46 04.09	-28 55 33.87	     0.85	     0.81	    161.5	     6.71	                TRUE	   0.8582	   0.7477	   0.9538	1845888.5
   431.70	 2CXO J174600.5-285450	 17 46 00.52	-28 54 50.33	     0.81	     0.79	    127.7	     4.80	                TRUE	   0.9994	   0.9300	   1.0000	1885075.5
   432.08	 2CXO J174529.6-285338	 17 45 29.65	-28 53 38.13	     0.79	     0.74	      6.9	    16.90	                TRUE	   0.9582	   0.9350	   0.9825	1889486.5
   432.33	 2CXO J174519.4-290605	 17 45 19.41	-29 06 05.45	     0.82	     0.80	    142.3	     5.09	                TRUE	   0.9507	   0.8938	   0.9913	1605305.5
   432.65	 2CXO J174508.3-290227	 17 45 08.32	-29 02 27.09	     1.71	     1.47	    151.0	     3.75	                TRUE	   0.7158	   0.5490	   0.8726	1551691.5
   432.72	 2CXO J174538.2-290740	 17 45 38.29	-29 07 40.26	     1.90	     1.48	     14.9	     5.21	                TRUE	   0.9994	   0.6677	   1.0000	1742063.8
   432.78	 2CXO J174529.4-290717	 17 45 29.41	-29 07 17.88	     0.91	     0.82	    110.8	    11.73	                TRUE	   0.9994	   0.9026	   1.0000	1722576.5
   433.42	 2CXO J174605.5-290503	 17 46 05.55	-29 05 03.75	     1.42	     1.20	    162.8	     4.70	                TRUE	   0.9994	   0.8438	   1.0000	1710772.1
   433.47	 2CXO J174518.8-290601	 17 45 18.87	-29 06 01.12	     0.84	     0.81	    163.0	     4.59	                TRUE	   0.9994	   0.8301	   1.0000	1605305.5
   433.64	 2CXO J174555.6-285406	 17 45 55.68	-28 54 06.19	     0.75	     0.75	    110.9	    13.03	                TRUE	   0.8132	   0.7676	   0.8563	1905213.1
   433.81	 2CXO J174512.4-290428	 17 45 12.49	-29 04 28.30	     1.21	     0.96	    131.2	     6.27	                TRUE	   0.9994	   0.9138	   1.0000	1564235.6
   434.08	 2CXO J174610.8-285750	 17 46 10.86	-28 57 50.30	     0.74	     0.73	    160.6	     7.63	                TRUE	   0.9994	   0.9750	   1.0000	1842373.4
   435.73	 2CXO J174559.5-285435	 17 45 59.57	-28 54 35.86	     0.76	     0.73	    105.6	     7.54	                TRUE	   0.9994	   0.9813	   1.0000	 429070.7
   436.85	 2CXO J174516.8-290541	 17 45 16.81	-29 05 41.27	     0.74	     0.73	    152.8	    15.23	                TRUE	   0.9557	   0.9213	   0.9863	1545964.1
   437.94	 2CXO J174510.9-290403	 17 45 10.97	-29 04 03.84	     0.82	     0.78	    146.7	    14.76	                TRUE	         	         	         	1589456.9
   438.49	 2CXO J174512.9-285610	 17 45 12.98	-28 56 10.79	     0.86	     0.79	     46.5	     7.84	                TRUE	         	         	         	1596587.4
   439.85	 2CXO J174511.8-290427	 17 45 11.88	-29 04 27.21	     2.07	     1.47	    148.8	     5.29	                TRUE	   0.9994	   0.7289	   1.0000	1564235.6
   440.05	 2CXO J174534.6-290742	 17 45 34.70	-29 07 42.59	     2.13	     1.64	    108.6	    24.89	                TRUE	         	         	         	1580834.8
   440.08	 2CXO J174509.9-290344	 17 45 10.00	-29 03 44.18	     1.07	     0.90	    139.6	     3.14	                TRUE	   0.9007	   0.8026	   0.9738	1589456.9
   440.09	 2CXO J174523.8-290653	 17 45 23.85	-29 06 53.68	     0.91	     0.91	      0.0	     6.52	                TRUE	   0.9994	   0.8638	   1.0000	1671789.9
   440.32	 2CXO J174547.5-290737	 17 45 47.57	-29 07 37.24	     1.26	     1.26	      0.0	     5.74	                TRUE	   0.9994	   0.8926	   1.0000	1578985.5
   441.90	 2CXO J174608.6-285634	 17 46 08.63	-28 56 34.73	     0.73	     0.72	    162.9	     7.79	                TRUE	   0.9994	   0.9738	   1.0000	1857003.5
   442.49	 2CXO J174537.4-285306	 17 45 37.47	-28 53 06.95	     0.77	     0.73	     82.0	    20.35	                TRUE	         	         	         	1850862.3
   442.96	 2CXO J174612.5-290229	 17 46 12.53	-29 02 29.03	     0.74	     0.74	     55.8	    12.43	                TRUE	   0.7845	   0.7177	   0.8463	1644474.7
   443.74	 2CXO J174510.1-285700	 17 45 10.13	-28 57 00.98	     1.01	     0.94	     45.7	     5.41	                TRUE	   0.9994	   0.6202	   1.0000	1585472.4
   444.25	 2CXO J174528.2-290724	 17 45 28.23	-29 07 24.54	     1.47	     1.22	     36.2	     9.81	                TRUE	         	         	         	1761971.9
   444.43	 2CXO J174525.6-290710	 17 45 25.67	-29 07 10.68	     1.20	     1.01	     73.8	     6.00	                TRUE	         	         	         	1761745.1
   444.56	 2CXO J174605.9-290514	 17 46 05.96	-29 05 14.66	     1.23	     1.14	    122.7	     6.05	                TRUE	         	         	         	1710772.1
   447.43	 2CXO J174508.7-290325	 17 45 08.71	-29 03 25.28	     0.93	     0.86	     91.4	    11.18	                TRUE	   0.9994	   0.9563	   1.0000	1589456.9
   447.70	 2CXO J174604.8-290535	 17 46 04.86	-29 05 35.54	     1.47	     1.29	    165.1	     4.16	                TRUE	         	         	         	1721887.2
   447.75	 2CXO J174526.4-290718	 17 45 26.42	-29 07 18.76	     1.54	     1.22	      5.5	     7.07	                TRUE	         	         	         	1773086.9
   448.58	 2CXO J174534.9-290751	 17 45 34.94	-29 07 51.72	     0.71	     0.71	      0.0	    32.76	                TRUE	         	         	         	1585919.6
   448.81	 2CXO J174527.5-285330	 17 45 27.58	-28 53 30.17	     1.28	     1.14	     55.2	     4.22	                TRUE	   0.8570	   0.7364	   0.9588	1889486.5
   449.51	 2CXO J174519.0-285432	 17 45 19.10	-28 54 32.44	     0.92	     0.92	      0.0	     4.44	                TRUE	   0.8132	   0.7027	   0.9176	1752728.5
   449.82	 2CXO J174613.9-285924	 17 46 13.97	-28 59 24.03	     0.75	     0.73	    174.8	    11.38	                TRUE	   0.9744	   0.9475	   0.9938	1781776.8
   450.17	 2CXO J174559.3-285415	 17 45 59.33	-28 54 15.92	     0.80	     0.79	    149.0	     6.33	                TRUE	   0.9994	   0.9700	   1.0000	 429070.7
   453.32	 2CXO J174509.2-285702	 17 45 09.24	-28 57 02.79	     0.90	     0.79	     68.5	     7.65	                TRUE	   0.9994	   0.6727	   1.0000	1585472.4
   453.65	 2CXO J174550.0-285313	 17 45 50.04	-28 53 13.90	     0.78	     0.76	    127.4	     6.44	                TRUE	   0.8844	   0.8064	   0.9613	1910278.2
   453.87	 2CXO J174558.6-290650	 17 45 58.69	-29 06 50.53	     1.22	     1.01	    177.2	     5.47	                TRUE	   0.9494	   0.8888	   0.9975	1722104.7
   455.05	 2CXO J174528.1-290735	 17 45 28.10	-29 07 35.45	     1.55	     1.15	    137.1	     7.39	                TRUE	         	         	         	1761971.9
   455.38	 2CXO J174540.1-290803	 17 45 40.18	-29 08 03.53	     0.77	     0.77	      0.0	    20.11	                TRUE	   0.9994	   0.8763	   1.0000	1585950.4
   455.46	 2CXO J174557.4-290702	 17 45 57.48	-29 07 02.01	     0.82	     0.82	      0.0	     7.76	                TRUE	   0.9369	   0.8488	   0.9913	1722104.7
   455.70	 2CXO J174611.2-290347	 17 46 11.30	-29 03 47.10	     0.78	     0.77	     35.2	     7.36	                TRUE	   0.9282	   0.8801	   0.9763	1682441.1
   456.32	 2CXO J174557.3-285352	 17 45 57.35	-28 53 52.45	     0.98	     0.92	    124.1	     5.06	                TRUE	   0.9994	   0.8663	   1.0000	1890118.0
   456.76	 2CXO J174505.4-285934	 17 45 05.47	-28 59 34.02	     2.06	     1.21	      0.6	     9.42	                TRUE	   0.8932	   0.8413	   0.9463	1544907.6
   456.88	 2CXO J174521.2-290652	 17 45 21.25	-29 06 52.90	     1.59	     1.01	    173.5	     6.62	                TRUE	   0.7920	   0.6265	   0.9413	1594495.0
   457.02	 2CXO J174548.9-290749	 17 45 49.00	-29 07 49.81	     1.76	     1.18	    143.5	     5.55	                TRUE	   0.9994	   0.8813	   1.0000	1547503.3
   457.50	 2CXO J174522.9-290707	 17 45 22.95	-29 07 07.04	     1.41	     0.91	    167.7	     7.68	                TRUE	   0.9994	   0.9338	   1.0000	1605610.0
   457.51	 2CXO J174508.5-285710	 17 45 08.58	-28 57 10.95	     1.31	     0.82	      2.4	     8.28	                TRUE	   0.9994	   0.9475	   1.0000	1585472.4
   458.08	 2CXO J174603.5-290607	 17 46 03.52	-29 06 07.29	     1.60	     1.33	    167.2	     4.97	                TRUE	   0.9994	   0.8651	   1.0000	1721887.2
   459.19	 2CXO J174526.9-290733	 17 45 26.93	-29 07 33.95	     1.53	     1.01	      4.4	     7.71	                TRUE	         	         	         	1761971.9
   459.92	 2CXO J174525.8-285327	 17 45 25.89	-28 53 27.40	    18.49	    18.49	      0.0	     5.35	                TRUE	   0.6921	   0.3354	   0.9250	1889483.4
   459.96	 2CXO J174606.3-290532	 17 46 06.35	-29 05 32.27	     0.91	     0.81	     89.7	    10.01	                TRUE	   0.9269	   0.8838	   0.9725	1721887.2
   460.60	 2CXO J174524.9-290724	 17 45 24.98	-29 07 24.28	     0.91	     0.91	      0.0	     6.40	                TRUE	         	         	         	1773086.9
   463.11	 2CXO J174504.8-285948	 17 45 04.86	-28 59 48.91	     2.18	     1.23	    165.6	     4.70	                TRUE	   0.8994	   0.7477	   0.9913	1530244.5
   463.22	 2CXO J174551.9-285312	 17 45 51.94	-28 53 12.07	     0.72	     0.71	    160.2	    19.31	                TRUE	         	         	         	1847301.1
   463.49	 2CXO J174614.8-290143	 17 46 14.90	-29 01 43.86	     1.01	     0.92	     21.0	     4.56	                TRUE	   0.9994	   0.9575	   1.0000	1631457.1
   463.88	 2CXO J174603.5-285441	 17 46 03.55	-28 54 41.78	     1.18	     1.18	      0.0	     7.12	                TRUE	   0.9994	   0.7114	   1.0000	1846877.4
   463.99	 2CXO J174506.7-285753	 17 45 06.71	-28 57 53.19	     5.48	     5.48	      0.0	     4.94	                TRUE	   0.8907	   0.7776	   0.9738	1050738.1
   464.46	 2CXO J174559.9-290652	 17 45 59.94	-29 06 52.42	     0.81	     0.81	      0.0	     5.52	                TRUE	   0.9994	   0.9026	   1.0000	1710762.8
   464.51	 2CXO J174510.8-285606	 17 45 10.80	-28 56 06.22	     0.84	     0.82	    164.8	     3.57	                TRUE	   0.9169	   0.8239	   0.9788	1596587.4
   464.52	 2CXO J174557.9-285347	 17 45 57.97	-28 53 47.69	     1.30	     1.00	    136.4	    10.26	                TRUE	         	         	         	1885072.4
   464.83	 2CXO J174521.0-290700	 17 45 21.03	-29 07 00.49	     0.94	     0.94	      0.0	     3.46	                TRUE	   0.9994	   0.8538	   1.0000	1605305.5
   465.47	 2CXO J174613.5-285757	 17 46 13.59	-28 57 57.07	     0.76	     0.76	    146.3	    13.04	                TRUE	   0.8345	   0.7814	   0.8913	1615337.5
   465.53	 2CXO J174508.6-285652	 17 45 08.61	-28 56 52.13	     0.75	     0.74	     89.9	    13.62	                TRUE	   0.9994	   0.9475	   1.0000	1580412.0
   465.65	 2CXO J174514.3-290549	 17 45 14.36	-29 05 49.80	     2.39	     1.27	     48.9	     4.27	                TRUE	   0.9994	   0.9138	   1.0000	1583735.7
   465.93	 2CXO J174544.6-290810	 17 45 44.63	-29 08 10.18	     0.85	     0.85	      0.0	     6.95	                TRUE	   0.9094	   0.8339	   0.9713	1547990.0
   465.98	 2CXO J174520.3-285400	 17 45 20.39	-28 54 00.01	     0.93	     0.83	     31.6	     4.11	                TRUE	   0.9369	   0.8588	   0.9888	1752728.5
   467.26	 2CXO J174557.5-285341	 17 45 57.51	-28 53 41.02	     0.81	     0.81	      0.0	     9.55	                TRUE	   0.7233	   0.5890	   0.8476	1890118.0
   467.53	 2CXO J174607.4-285529	 17 46 07.46	-28 55 29.64	     0.79	     0.76	    152.5	     3.95	                TRUE	   0.9269	   0.8476	   0.9825	1845888.5
   468.73	 2CXO J174600.5-290651	 17 46 00.59	-29 06 51.64	     0.80	     0.80	      0.0	     8.48	                TRUE	   0.9994	   0.8438	   1.0000	1710762.8
   469.23	 2CXO J174551.2-290753	 17 45 51.28	-29 07 53.63	    19.51	    19.51	      0.0	     4.59	                TRUE	   0.9207	   0.8164	   0.9838	1547503.3
   469.74	 2CXO J174525.5-285318	 17 45 25.54	-28 53 18.68	     0.89	     0.89	      0.0	     5.47	                TRUE	   0.9994	   0.8114	   1.0000	1884377.2
   469.91	 2CXO J174612.3-285704	 17 46 12.33	-28 57 04.96	     0.72	     0.72	    151.9	    11.72	                TRUE	   0.9994	   0.9838	   1.0000	 287808.8
   471.07	 2CXO J174547.7-290808	 17 45 47.76	-29 08 08.20	     1.66	     1.23	     98.0	     6.29	                TRUE	   0.9069	   0.7889	   0.9825	1547503.3
   471.61	 2CXO J174527.5-285305	 17 45 27.58	-28 53 05.78	     1.79	     1.79	      0.0	     4.88	                TRUE	   0.9994	   0.9475	   1.0000	1471991.9
   472.57	 2CXO J174609.4-285555	 17 46 09.45	-28 55 55.56	     1.71	     1.71	      0.0	     4.81	                TRUE	   0.8345	   0.6802	   0.9550	1845888.5
   472.79	 2CXO J174612.6-285708	 17 46 12.69	-28 57 08.19	     0.83	     0.77	    166.7	     4.74	                TRUE	   0.9994	   0.8713	   1.0000	 287808.8
   473.13	 2CXO J174614.4-285805	 17 46 14.41	-28 58 05.30	     1.04	     0.80	    151.9	    22.60	                TRUE	         	         	         	1496838.2
   473.86	 2CXO J174605.6-285453	 17 46 05.62	-28 54 53.74	     0.74	     0.73	    123.5	    10.55	                TRUE	   0.9994	   0.9775	   1.0000	1846877.4
   475.06	 2CXO J174503.8-290051	 17 45 03.87	-29 00 51.99	     0.74	     0.73	    156.9	    31.64	                TRUE	   0.9269	   0.8988	   0.9538	1407546.3
   476.21	 2CXO J174517.0-285419	 17 45 17.03	-28 54 19.90	     1.02	     0.86	     27.6	    11.84	                TRUE	   0.9132	   0.8688	   0.9563	1686545.7
   477.12	 2CXO J174507.0-290350	 17 45 07.08	-29 03 50.08	     0.77	     0.77	      0.0	     3.38	                TRUE	   0.9994	   0.9026	   1.0000	1578341.9
