#Column	separation	(F9.2)	Distance from master source to user source	(.separation)	["arcsec"]	[pos.angDistance]
#Column	name	(A22)	Source name in the format '2CXO Jhhmmss.s{+|-}ddmmss[X]'	(master_source.name)	[""]	[]
#Column	ra	(A12)	Source position, ICRS right ascension	(master_source.ra)	[""]	[pos.eq.ra;meta.main]
#Column	dec	(A11)	Source position, ICRS declination	(master_source.dec)	[""]	[pos.eq.dec;meta.main]
#Column	err_ellipse_r0	(F9.2)	Major radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r0)	["arcsec"]	[]
#Column	err_ellipse_r1	(F9.2)	Minor radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r1)	["arcsec"]	[]
#Column	err_ellipse_ang	(F9.1)	Position angle (ref. local true north) of the major axis of the 95% confidence level error ellipse	(master_source.err_ellipse_ang)	["deg"]	[]
#Column	significance	(F9.2)	Highest flux significance (S/N) across all stacked observations and energy bands	(master_source.significance)	[""]	[]
#Column	likelihood_class	(A20)	Highest detection likelihood classification across all stacked observations and energy bands	(master_source.likelihood_class)	[""]	[]
#Column	hard_hm	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio	(master_source.hard_hm)	[""]	[]
#Column	hard_hm_lolim	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio (68% lower confidence limit)	(master_source.hard_hm_lolim)	[""]	[]
#Column	hard_hm_hilim	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio (68% upper confidence limit)	(master_source.hard_hm_hilim)	[""]	[]
#Column	acis_time	(F9.1)	Total livetime for all ACIS imaging observations contributing to the Master Sources Table record of the source	(master_source.acis_time)	["s"]	[]
separation	name	ra	dec	err_ellipse_r0	err_ellipse_r1	err_ellipse_ang	significance	likelihood_class	hard_hm	hard_hm_lolim	hard_hm_hilim	acis_time
   356.84	 2CXO J174519.9-290429	 17 45 19.98	-29 04 29.25	     0.72	     0.72	      0.0	    18.36	                TRUE	   0.9994	   0.9638	   1.0000	1571209.6
   357.48	 2CXO J174523.3-285545	 17 45 23.38	-28 55 45.32	     1.13	     0.87	     72.3	     7.97	                TRUE	   0.9994	   0.7214	   1.0000	1752728.5
   357.58	 2CXO J174600.5-285632	 17 46 00.55	-28 56 32.70	     0.72	     0.72	      0.0	    15.28	                TRUE	   0.9994	   0.9600	   1.0000	1747328.6
   358.18	 2CXO J174512.7-290036	 17 45 12.74	-29 00 36.14	     0.85	     0.85	      0.0	     6.33	                TRUE	   0.9994	   0.7214	   1.0000	1595126.0
   358.53	 2CXO J174604.7-290301	 17 46 04.75	-29 03 01.52	     0.82	     0.82	      0.0	     6.38	                TRUE	   0.9994	   0.9563	   1.0000	1682441.1
   359.00	 2CXO J174518.2-290405	 17 45 18.27	-29 04 05.84	     0.72	     0.72	    159.3	    22.39	                TRUE	   0.8944	   0.8601	   0.9288	1580270.2
   359.49	 2CXO J174514.5-285817	 17 45 14.50	-28 58 17.89	     0.99	     0.90	    171.3	     9.92	                TRUE	   0.7233	   0.6290	   0.8064	1557470.0
   359.88	 2CXO J174526.6-290542	 17 45 26.63	-29 05 42.18	     0.94	     0.83	      2.2	     6.32	                TRUE	   0.9182	   0.8139	   0.9888	1722299.0
   359.96	 2CXO J174530.4-290605	 17 45 30.41	-29 06 05.26	     0.97	     0.92	     71.4	     5.52	                TRUE	   0.9994	   0.8576	   1.0000	1761745.1
   360.55	 2CXO J174514.9-290254	 17 45 14.90	-29 02 54.15	     0.81	     0.81	      0.0	     6.76	                TRUE	   0.9994	   0.7851	   1.0000	1591080.7
   360.93	 2CXO J174512.8-285935	 17 45 12.82	-28 59 35.22	     0.79	     0.76	     11.0	    10.12	                TRUE	   0.7895	   0.6202	   0.9250	1584315.4
   361.91	 2CXO J174516.6-290339	 17 45 16.62	-29 03 39.68	     0.91	     0.91	      0.0	     6.06	                TRUE	   0.7770	   0.6665	   0.8888	1591080.6
   362.28	 2CXO J174513.2-290154	 17 45 13.21	-29 01 54.47	     1.22	     1.06	    162.1	     4.65	                TRUE	   0.6858	   0.2542	   0.9450	1595094.9
   362.41	 2CXO J174601.8-285646	 17 46 01.88	-28 56 46.44	     0.74	     0.74	      0.0	    11.70	                TRUE	   0.7483	   0.5240	   0.9238	1845888.5
   362.55	 2CXO J174553.6-290543	 17 45 53.63	-29 05 43.89	     0.87	     0.80	     93.0	     6.34	                TRUE	   0.9544	   0.8951	   0.9950	1703806.7
   362.78	 2CXO J174537.0-290628	 17 45 37.09	-29 06 28.86	     1.51	     1.04	     33.1	     5.28	                TRUE	   0.9994	   0.8663	   1.0000	1823983.8
   362.90	 2CXO J174526.4-285511	 17 45 26.49	-28 55 11.80	     0.98	     0.88	     58.8	     4.22	                TRUE	   0.9494	   0.8851	   0.9950	1790926.6
   363.33	 2CXO J174547.9-285440	 17 45 47.98	-28 54 40.09	     0.79	     0.79	      0.0	     4.72	                TRUE	   0.9994	   0.7926	   1.0000	1955956.4
   363.39	 2CXO J174515.9-290327	 17 45 15.93	-29 03 27.20	     1.32	     1.01	    165.7	     6.06	                TRUE	   0.9157	   0.8426	   0.9763	1591080.6
   364.23	 2CXO J174602.5-290400	 17 46 02.59	-29 04 00.68	     0.74	     0.72	    177.8	    21.39	                TRUE	   0.9369	   0.9088	   0.9625	1682441.1
   364.71	 2CXO J174600.0-285615	 17 46 00.05	-28 56 15.04	     1.41	     0.85	     90.8	     8.60	                TRUE	   0.9144	   0.8676	   0.9613	1884086.6
   364.75	 2CXO J174514.4-290251	 17 45 14.46	-29 02 51.29	     1.23	     1.13	    123.6	     5.35	                TRUE	   0.9994	   0.7214	   1.0000	1591080.7
   364.83	 2CXO J174513.9-290233	 17 45 13.90	-29 02 33.06	     1.00	     0.96	    152.0	     4.85	                TRUE	   0.9994	   0.8863	   1.0000	1591086.9
   364.97	 2CXO J174604.1-285726	 17 46 04.17	-28 57 26.69	     0.84	     0.79	     96.0	     8.49	                TRUE	   0.9107	   0.8601	   0.9638	1842373.4
   365.94	 2CXO J174604.5-290322	 17 46 04.55	-29 03 22.93	     2.80	     1.20	     82.5	     7.18	                TRUE	   0.9994	   0.9700	   1.0000	1682441.1
   366.01	 2CXO J174525.7-290542	 17 45 25.74	-29 05 42.46	     1.26	     1.12	     81.7	     3.89	                TRUE	   0.9994	   0.8988	   1.0000	1722299.0
   366.36	 2CXO J174515.2-290316	 17 45 15.24	-29 03 16.80	     1.09	     0.89	     35.3	     3.67	                TRUE	   0.9994	   0.8638	   1.0000	1591080.7
   366.43	 2CXO J174512.5-285923	 17 45 12.54	-28 59 23.87	     1.88	     0.91	    176.1	     5.41	                TRUE	   0.9069	   0.8126	   0.9750	1584315.4
   366.73	 2CXO J174600.7-285622	 17 46 00.77	-28 56 22.18	     0.79	     0.79	      0.0	     5.43	                TRUE	   0.9994	   0.9225	   1.0000	1884086.6
   366.84	 2CXO J174512.2-290112	 17 45 12.28	-29 01 12.73	     0.78	     0.78	      0.0	     9.67	                TRUE	   0.9044	   0.8576	   0.9538	1575619.5
   366.86	 2CXO J174549.2-285441	 17 45 49.29	-28 54 41.98	    24.69	    24.69	      0.0	     4.22	                TRUE	   0.9494	   0.8901	   0.9913	1955956.4
   366.94	 2CXO J174512.1-290004	 17 45 12.12	-29 00 04.91	     0.81	     0.79	    136.0	     9.39	                TRUE	   0.9731	   0.9438	   0.9938	1595126.0
   367.21	 2CXO J174607.4-290143	 17 46 07.44	-29 01 43.13	     0.75	     0.75	      0.0	     4.21	                TRUE	   0.8445	   0.7039	   0.9575	1731188.2
   367.31	 2CXO J174556.6-290524	 17 45 56.61	-29 05 24.31	     0.99	     0.92	     57.3	     3.84	                TRUE	   0.9994	   0.8551	   1.0000	1721877.9
   367.83	 2CXO J174601.6-285634	 17 46 01.69	-28 56 34.62	     0.73	     0.73	    129.0	     8.34	                TRUE	   0.9307	   0.8901	   0.9750	1845888.5
   368.06	 2CXO J174543.4-285422	 17 45 43.49	-28 54 22.89	     0.89	     0.89	      0.0	     7.14	                TRUE	   0.8332	   0.7439	   0.9188	1930271.9
   368.19	 2CXO J174530.6-285441	 17 45 30.64	-28 54 41.23	     0.83	     0.83	      0.0	     5.82	                TRUE	   0.9994	   0.9638	   1.0000	1925996.1
   368.69	 2CXO J174542.2-285420	 17 45 42.29	-28 54 20.65	     0.85	     0.85	      0.0	     8.68	                TRUE	   0.8595	   0.7889	   0.9275	1986504.7
   368.88	 2CXO J174602.8-285651	 17 46 02.81	-28 56 51.93	     1.02	     0.93	    106.7	     7.39	                TRUE	   0.9606	   0.9188	   0.9913	1857003.5
   369.19	 2CXO J174517.5-285647	 17 45 17.51	-28 56 47.06	     0.87	     0.76	      8.4	     8.68	                TRUE	   0.9994	   0.9363	   1.0000	1596587.4
   369.30	 2CXO J174537.9-290636	 17 45 37.99	-29 06 36.48	     0.84	     0.84	      0.0	     7.01	                TRUE	   0.9994	   0.8451	   1.0000	1852099.4
   369.45	 2CXO J174511.8-290032	 17 45 11.88	-29 00 32.19	     0.79	     0.79	      0.0	     9.67	                TRUE	   0.9994	   0.9026	   1.0000	1575230.8
   369.52	 2CXO J174608.1-290015	 17 46 08.19	-29 00 15.94	     1.57	     1.18	    100.0	     4.80	                TRUE	   0.9994	   0.9151	   1.0000	1842373.4
   369.78	 2CXO J174512.9-285844	 17 45 12.99	-28 58 44.05	     0.74	     0.72	     93.8	    20.38	                TRUE	   0.9769	   0.9563	   0.9925	1557460.9
   370.42	 2CXO J174556.7-285529	 17 45 56.74	-28 55 29.54	     0.74	     0.74	    112.9	     6.54	                TRUE	   0.9994	   0.9463	   1.0000	1885075.5
   370.69	 2CXO J174546.2-285426	 17 45 46.23	-28 54 26.48	     0.96	     0.87	     98.5	     4.97	                TRUE	   0.9994	   0.9001	   1.0000	1945328.1
   371.35	 2CXO J174522.3-285538	 17 45 22.34	-28 55 38.38	     1.00	     0.91	     18.7	     6.71	                TRUE	   0.9294	   0.8713	   0.9788	1752728.5
   371.43	 2CXO J174519.3-290441	 17 45 19.33	-29 04 41.51	     0.72	     0.72	      0.0	    16.12	                TRUE	   0.9994	   0.9550	   1.0000	1555048.9
   371.53	 2CXO J174601.1-290435	 17 46 01.14	-29 04 35.99	     1.13	     1.07	    114.1	     3.41	                TRUE	   0.7133	   0.5803	   0.8326	1682438.0
   371.54	 2CXO J174548.6-285434	 17 45 48.63	-28 54 34.14	     0.76	     0.75	    100.6	    10.14	                TRUE	   0.9994	   0.9438	   1.0000	1955956.4
   371.95	 2CXO J174600.8-285615	 17 46 00.82	-28 56 15.17	     0.76	     0.76	      0.0	     6.78	                TRUE	   0.9994	   0.6839	   1.0000	1884086.6
   372.16	 2CXO J174606.3-285810	 17 46 06.40	-28 58 10.66	     0.72	     0.71	    136.3	    23.33	                TRUE	   0.9831	   0.9700	   0.9938	1832224.6
   372.63	 2CXO J174512.0-290133	 17 45 12.07	-29 01 33.74	     0.78	     0.78	      0.0	     7.85	                TRUE	   0.9994	   0.7252	   1.0000	1575196.5
   373.61	 2CXO J174512.3-285901	 17 45 12.34	-28 59 01.53	     0.79	     0.79	      0.0	     8.85	                TRUE	   0.9994	   0.8713	   1.0000	1584315.4
   374.31	 2CXO J174513.0-290229	 17 45 13.03	-29 02 29.25	     0.80	     0.77	     94.1	    11.32	                TRUE	   0.9232	   0.8289	   0.9813	1571191.7
   374.53	 2CXO J174538.6-290642	 17 45 38.69	-29 06 42.27	    26.42	    26.42	      0.0	     3.82	                TRUE	   0.8682	   0.5091	   1.0000	1894109.5
   374.63	 2CXO J174520.5-290501	 17 45 20.51	-29 05 01.62	     0.88	     0.79	     99.9	    11.21	                TRUE	   0.9656	   0.9275	   0.9913	1566163.9
   374.72	 2CXO J174512.0-290143	 17 45 12.06	-29 01 43.67	     0.82	     0.82	      0.0	     6.25	                TRUE	   0.9994	   0.7527	   1.0000	1575199.7
   375.15	 2CXO J174530.4-290621	 17 45 30.49	-29 06 21.78	     1.51	     1.04	     75.6	     6.81	                TRUE	   0.7483	   0.5765	   0.9038	1761745.1
   375.57	 2CXO J174521.9-290519	 17 45 21.96	-29 05 19.48	     0.73	     0.73	    155.3	    24.69	                TRUE	   0.9994	   0.9875	   1.0000	1566163.9
   375.77	 2CXO J174556.8-285524	 17 45 56.87	-28 55 24.16	     0.74	     0.74	    123.5	     4.78	                TRUE	   0.9994	   0.8801	   1.0000	1874453.3
   375.79	 2CXO J174516.7-290407	 17 45 16.75	-29 04 07.13	     1.20	     0.95	    178.4	     6.25	                TRUE	   0.7970	   0.7089	   0.8863	1591080.6
   375.83	 2CXO J174525.5-285503	 17 45 25.59	-28 55 03.64	     1.38	     1.16	     30.1	     4.16	                TRUE	   0.7995	   0.4641	   0.9813	1790926.6
   376.50	 2CXO J174528.3-290612	 17 45 28.39	-29 06 12.29	     1.20	     0.95	    158.8	     3.66	                TRUE	   0.9994	   0.9063	   1.0000	1761745.1
   376.69	 2CXO J174556.2-290538	 17 45 56.29	-29 05 38.78	     1.25	     1.13	    131.6	     4.56	                TRUE	   0.9994	   0.9238	   1.0000	1733219.7
   377.05	 2CXO J174600.8-285608	 17 46 00.86	-28 56 08.35	     0.77	     0.77	      0.0	     5.39	                TRUE	   0.9994	   0.9051	   1.0000	1884086.6
   377.41	 2CXO J174513.0-290239	 17 45 13.06	-29 02 39.54	     7.31	     3.78	     40.2	     5.26	                TRUE	   0.9994	   0.9400	   1.0000	1608957.0
   377.75	 2CXO J174550.7-290618	 17 45 50.75	-29 06 18.83	     0.86	     0.86	      0.0	     5.76	                TRUE	   0.7933	   0.6777	   0.9026	1723533.7
   378.21	 2CXO J174551.1-285439	 17 45 51.14	-28 54 39.15	     0.74	     0.74	      0.0	     8.52	                TRUE	   0.9457	   0.8838	   0.9888	1910290.4
   378.37	 2CXO J174608.2-290145	 17 46 08.27	-29 01 45.65	     0.82	     0.80	     16.3	     5.41	                TRUE	   0.8382	   0.7364	   0.9375	1731188.2
   378.63	 2CXO J174519.8-285557	 17 45 19.87	-28 55 57.43	     2.42	     1.43	     56.7	     4.41	                TRUE	   0.9994	   0.8314	   1.0000	1752728.5
   378.69	 2CXO J174527.5-290609	 17 45 27.52	-29 06 09.41	     3.46	     3.46	      0.0	     4.23	                TRUE	   0.9994	   0.8638	   1.0000	1761745.1
   378.71	 2CXO J174519.1-285606	 17 45 19.17	-28 56 06.54	     8.48	     8.48	      0.0	     4.44	                TRUE	   0.9532	   0.8951	   0.9913	1752731.8
   379.13	 2CXO J174512.2-290213	 17 45 12.27	-29 02 13.58	     1.88	     1.21	      4.9	     4.61	                TRUE	   0.9407	   0.8663	   0.9888	1571191.7
   379.29	 2CXO J174526.2-285455	 17 45 26.21	-28 54 55.08	     1.22	     0.96	      5.0	     5.80	                TRUE	   0.5759	   0.1305	   0.8726	1790926.6
   379.48	 2CXO J174511.6-290138	 17 45 11.61	-29 01 38.46	     0.79	     0.79	      0.0	     7.98	                TRUE	   0.9507	   0.8901	   0.9975	1575196.5
   379.58	 2CXO J174511.6-285915	 17 45 11.64	-28 59 15.51	     0.97	     0.91	     81.5	     6.45	                TRUE	   0.9044	   0.8226	   0.9713	1584315.4
   379.62	 2CXO J174608.0-285852	 17 46 08.03	-28 58 52.19	     2.11	     1.76	     65.1	     5.52	                TRUE	   0.9994	   0.9163	   1.0000	1842370.3
   379.65	 2CXO J174517.2-285634	 17 45 17.26	-28 56 34.12	     0.89	     0.80	     78.3	     9.13	                TRUE	   0.8844	   0.8351	   0.9350	1596587.4
   379.68	 2CXO J174541.1-285408	 17 45 41.12	-28 54 08.74	     0.81	     0.80	    157.9	     6.25	                TRUE	         	         	         	2031914.8
   379.77	 2CXO J174511.0-290037	 17 45 11.10	-29 00 37.38	     0.83	     0.83	      0.0	     5.00	                TRUE	   0.9994	   0.7714	   1.0000	1575230.8
   380.19	 2CXO J174511.9-285853	 17 45 11.97	-28 58 53.69	     0.80	     0.80	      0.0	     5.03	                TRUE	   0.7470	   0.5515	   0.9026	1546345.8
   380.29	 2CXO J174603.3-290413	 17 46 03.38	-29 04 13.73	     0.82	     0.82	      0.0	     5.03	                TRUE	   0.9994	   0.9063	   1.0000	1682441.1
   380.62	 2CXO J174555.2-285504	 17 45 55.24	-28 55 04.00	     0.75	     0.75	      0.0	     7.15	                TRUE	   0.8107	   0.7152	   0.9013	1910290.4
   380.83	 2CXO J174529.5-285433	 17 45 29.55	-28 54 33.08	     0.74	     0.74	    103.6	    21.10	                TRUE	         	         	         	1965606.4
   381.19	 2CXO J174512.9-285810	 17 45 12.95	-28 58 10.42	     2.25	     1.46	     13.9	     7.83	                TRUE	   0.9994	   0.9550	   1.0000	1597080.3
   381.89	 2CXO J174542.5-285407	 17 45 42.56	-28 54 07.70	     0.79	     0.79	      0.0	     9.94	                TRUE	   0.9994	   0.9438	   1.0000	1966609.5
   382.06	 2CXO J174606.9-285801	 17 46 06.93	-28 58 01.52	     0.78	     0.78	      0.0	     8.71	                TRUE	   0.8507	   0.7639	   0.9238	1832224.6
   382.51	 2CXO J174544.3-290646	 17 45 44.36	-29 06 46.43	     0.97	     0.81	    142.2	     9.74	                TRUE	   0.9994	   0.9775	   1.0000	1724020.3
   383.32	 2CXO J174554.4-285454	 17 45 54.46	-28 54 54.82	     0.71	     0.71	    161.5	    89.80	                TRUE	   0.9756	   0.9738	   0.9775	1910290.4
   383.59	 2CXO J174511.0-285942	 17 45 11.01	-28 59 42.35	     1.75	     1.35	     66.3	     6.29	                TRUE	   0.9994	   0.8251	   1.0000	1595122.9
   384.38	 2CXO J174604.5-290359	 17 46 04.50	-29 03 59.78	     0.91	     0.77	     90.9	     9.78	                TRUE	   0.9182	   0.8738	   0.9650	1682441.1
   384.86	 2CXO J174550.9-285430	 17 45 50.90	-28 54 30.67	     0.72	     0.71	    103.2	    35.71	                TRUE	   0.9894	   0.9775	   0.9975	1910290.4
   385.07	 2CXO J174608.4-285849	 17 46 08.42	-28 58 49.89	     0.80	     0.77	     13.1	    15.00	                TRUE	         	         	         	1842370.3
   385.35	 2CXO J174510.9-290119	 17 45 10.92	-29 01 19.51	     1.50	     1.17	      2.2	     3.44	                TRUE	   0.9994	   0.6827	   1.0000	1555724.3
   386.89	 2CXO J174605.8-285721	 17 46 05.89	-28 57 21.99	     0.80	     0.75	    127.2	     6.31	                TRUE	   0.7745	   0.6977	   0.8463	1842373.4
   387.13	 2CXO J174511.5-285845	 17 45 11.59	-28 58 45.50	     6.92	     6.92	      0.0	     3.29	                TRUE	   0.9994	   0.8901	   1.0000	1546345.8
   387.16	 2CXO J174515.9-290412	 17 45 15.97	-29 04 12.36	     1.14	     1.04	    123.7	     6.46	                TRUE	   0.8432	   0.7477	   0.9388	1586193.8
   387.40	 2CXO J174511.8-290224	 17 45 11.86	-29 02 24.38	     0.81	     0.81	      0.0	     6.34	                TRUE	   0.9994	   0.9238	   1.0000	1571191.7
   387.42	 2CXO J174601.1-290459	 17 46 01.11	-29 04 59.68	     1.61	     1.07	     96.0	     5.48	                TRUE	   0.8919	   0.7926	   0.9688	1682434.9
   388.54	 2CXO J174519.9-290514	 17 45 19.98	-29 05 14.12	     2.13	     1.53	    160.3	     5.45	                TRUE	   0.9994	   0.9450	   1.0000	1555048.9
   388.94	 2CXO J174604.1-285642	 17 46 04.17	-28 56 42.38	     1.40	     1.13	     10.4	     4.39	                TRUE	   0.8320	   0.7364	   0.9250	1845888.5
   389.26	 2CXO J174526.9-285438	 17 45 26.95	-28 54 38.85	     0.94	     0.87	     68.8	     7.02	                TRUE	   0.9994	   0.8888	   1.0000	1790926.6
   389.98	 2CXO J174608.4-285831	 17 46 08.41	-28 58 31.81	     0.78	     0.78	      0.0	     8.37	                TRUE	   0.8245	   0.7689	   0.8763	1832224.6
   391.29	 2CXO J174528.4-290628	 17 45 28.49	-29 06 28.96	     0.91	     0.91	      0.0	     4.97	                TRUE	   0.9994	   0.8663	   1.0000	1761745.1
   391.60	 2CXO J174528.2-285428	 17 45 28.21	-28 54 28.66	     1.33	     1.17	     55.8	     5.45	                TRUE	   0.9007	   0.8214	   0.9688	1889483.4
   391.76	 2CXO J174607.7-285802	 17 46 07.76	-28 58 02.50	     0.77	     0.77	    178.7	     6.83	                TRUE	   0.8382	   0.7127	   0.9425	1832224.6
   391.76	 2CXO J174527.0-290621	 17 45 27.09	-29 06 21.24	     0.88	     0.78	     93.6	    12.70	                TRUE	   0.9831	   0.9613	   0.9988	1761745.1
   392.14	 2CXO J174514.6-290355	 17 45 14.65	-29 03 55.32	     1.13	     0.95	     75.8	     5.19	                TRUE	   0.9994	   0.8488	   1.0000	1608957.0
   392.53	 2CXO J174516.1-290425	 17 45 16.19	-29 04 25.40	     1.30	     0.99	    158.9	     5.64	                TRUE	   0.9994	   0.8076	   1.0000	1570905.0
   392.74	 2CXO J174547.5-285408	 17 45 47.56	-28 54 08.02	     0.74	     0.73	    175.1	    18.16	                TRUE	         	         	         	1910275.2
   393.29	 2CXO J174605.2-285656	 17 46 05.29	-28 56 56.35	     0.75	     0.73	     59.6	     3.94	                TRUE	   0.9994	   0.9088	   1.0000	1846381.4
   393.49	 2CXO J174519.3-285543	 17 45 19.33	-28 55 43.63	     1.40	     0.91	      5.4	     4.00	                TRUE	   0.9994	   0.7102	   1.0000	1752728.5
   394.42	 2CXO J174551.1-285421	 17 45 51.13	-28 54 21.58	     0.94	     0.81	    116.4	    32.83	                TRUE	         	         	         	1910290.4
   394.59	 2CXO J174513.4-285723	 17 45 13.45	-28 57 23.71	     0.86	     0.86	      0.0	     6.44	                TRUE	   0.7720	   0.6852	   0.8513	1596587.4
   394.66	 2CXO J174550.2-285416	 17 45 50.21	-28 54 16.77	     0.73	     0.72	    138.2	    11.55	                TRUE	   0.9432	   0.9126	   0.9738	1910278.2
   394.78	 2CXO J174535.6-285357	 17 45 35.69	-28 53 57.53	     0.91	     0.89	    141.0	    10.74	                TRUE	         	         	         	1850862.3
   394.89	 2CXO J174516.6-285619	 17 45 16.63	-28 56 19.99	     0.81	     0.81	      0.0	     6.06	                TRUE	   0.9994	   0.9188	   1.0000	1596587.4
   395.04	 2CXO J174510.9-285846	 17 45 10.94	-28 58 46.56	     0.83	     0.83	      0.0	     5.60	                TRUE	   0.7345	   0.6340	   0.8251	1546345.8
   395.22	 2CXO J174513.5-290336	 17 45 13.55	-29 03 36.63	     4.37	     4.37	      0.0	     5.09	                TRUE	   0.9994	   0.7052	   1.0000	1608957.0
   395.88	 2CXO J174542.7-285353	 17 45 42.75	-28 53 53.87	     1.27	     1.23	     80.5	    16.50	                TRUE	         	         	         	1966609.5
   395.92	 2CXO J174537.2-285353	 17 45 37.25	-28 53 53.92	     0.81	     0.81	      0.0	     5.88	                TRUE	   0.8157	   0.7102	   0.9151	1887203.3
   395.96	 2CXO J174609.2-285846	 17 46 09.21	-28 58 46.62	     0.81	     0.79	    154.0	     3.11	                TRUE	   0.9994	   0.8863	   1.0000	1842370.3
   396.13	 2CXO J174544.8-290659	 17 45 44.81	-29 06 59.30	     1.08	     1.08	      0.0	     6.74	                TRUE	   0.9994	   0.8301	   1.0000	1724020.3
   396.62	 2CXO J174512.1-290302	 17 45 12.18	-29 03 02.35	     1.77	     1.45	    113.8	     4.74	                TRUE	   0.9157	   0.8226	   0.9813	1589456.9
   396.71	 2CXO J174510.6-285853	 17 45 10.68	-28 58 53.04	    11.98	    11.98	      0.0	     3.89	                TRUE	   0.8545	   0.7164	   0.9625	1546348.9
   397.15	 2CXO J174509.8-285951	 17 45 09.89	-28 59 51.80	     0.86	     0.86	      0.0	     5.35	                TRUE	   0.9994	   0.8663	   1.0000	1555721.2
   398.13	 2CXO J174510.7-290215	 17 45 10.80	-29 02 15.06	     1.25	     1.08	    101.9	     4.22	                TRUE	   0.9432	   0.8726	   0.9888	1551691.5
   398.51	 2CXO J174605.9-285659	 17 46 05.93	-28 56 59.92	     0.75	     0.75	      0.0	     7.33	                TRUE	         	         	         	1842373.4
   398.60	 2CXO J174541.0-290706	 17 45 41.06	-29 07 06.52	     0.89	     0.89	      0.0	     7.75	                TRUE	   0.9994	   0.8189	   1.0000	1803773.2
   398.71	 2CXO J174607.0-290330	 17 46 07.06	-29 03 30.95	     1.83	     1.47	     85.8	     5.09	                TRUE	   0.8032	   0.6540	   0.9338	1682441.1
   399.17	 2CXO J174553.8-285432	 17 45 53.89	-28 54 32.77	     0.77	     0.77	      0.0	     9.00	                TRUE	   0.7908	   0.6839	   0.8851	1910290.4
   399.59	 2CXO J174514.8-285642	 17 45 14.89	-28 56 42.88	     1.03	     0.97	    126.8	     5.29	                TRUE	   0.9994	   0.9388	   1.0000	1596587.4
   400.23	 2CXO J174603.1-285606	 17 46 03.13	-28 56 06.67	     1.08	     1.08	      0.0	     5.45	                TRUE	   0.9994	   0.9288	   1.0000	1845888.5
   401.02	 2CXO J174556.6-285451	 17 45 56.61	-28 54 51.21	     1.24	     0.91	    121.9	     4.49	                TRUE	   0.9994	   0.8089	   1.0000	1890121.2
   401.75	 2CXO J174558.7-285510	 17 45 58.77	-28 55 10.43	     0.91	     0.85	     97.4	     6.71	                TRUE	   0.9057	   0.8488	   0.9613	1885075.5
   401.98	 2CXO J174533.0-285356	 17 45 33.07	-28 53 56.72	     1.05	     0.92	     57.9	    10.29	                TRUE	   0.9644	   0.9338	   0.9888	1928077.9
   402.34	 2CXO J174610.7-290019	 17 46 10.70	-29 00 19.27	     0.78	     0.77	    141.5	    15.17	                TRUE	   0.9557	   0.8976	   0.9950	1781783.0
   402.62	 2CXO J174545.2-290704	 17 45 45.24	-29 07 04.95	     0.79	     0.79	      0.0	     9.37	                TRUE	   0.9994	   0.9250	   1.0000	1724023.4
   402.89	 2CXO J174559.0-290545	 17 45 59.01	-29 05 45.10	     0.87	     0.87	      0.0	     3.84	                TRUE	   0.9994	   0.8938	   1.0000	1710762.8
   403.30	 2CXO J174553.3-290631	 17 45 53.35	-29 06 31.70	     0.83	     0.75	    178.6	    14.11	                TRUE	   0.9294	   0.8988	   0.9588	1704033.5
   403.32	 2CXO J174603.9-285614	 17 46 03.91	-28 56 14.16	     0.79	     0.79	      0.0	     5.94	                TRUE	   0.9994	   0.8339	   1.0000	1845888.5
   403.97	 2CXO J174520.5-290541	 17 45 20.55	-29 05 41.07	     0.80	     0.80	      0.0	     5.64	                TRUE	   0.9994	   0.9263	   1.0000	1555048.9
   404.14	 2CXO J174529.4-290647	 17 45 29.47	-29 06 47.81	     1.09	     1.04	    128.3	     5.75	                TRUE	   0.9994	   0.9338	   1.0000	1722349.7
   404.96	 2CXO J174606.4-285658	 17 46 06.46	-28 56 58.90	     0.75	     0.74	    120.5	     3.14	                TRUE	         	         	         	1842373.4
   405.04	 2CXO J174606.2-285653	 17 46 06.23	-28 56 53.76	     0.72	     0.72	     20.2	    13.58	                TRUE	         	         	         	1842373.4
   405.29	 2CXO J174601.8-290515	 17 46 01.85	-29 05 15.31	     1.82	     1.51	      5.8	     4.16	                TRUE	   0.9994	   0.8976	   1.0000	1710772.1
   405.44	 2CXO J174512.8-290340	 17 45 12.84	-29 03 40.82	     1.04	     0.94	    167.3	     7.40	                TRUE	   0.9994	   0.8026	   1.0000	1608957.0
   405.85	 2CXO J174555.0-290622	 17 45 55.06	-29 06 22.98	     0.87	     0.87	      0.0	     6.06	                TRUE	   0.8357	   0.7427	   0.9263	1704033.5
   405.88	 2CXO J174605.1-285631	 17 46 05.15	-28 56 31.20	     0.83	     0.79	     73.5	     3.89	                TRUE	   0.8407	   0.7502	   0.9275	1845888.5
   406.03	 2CXO J174555.1-285434	 17 45 55.17	-28 54 34.02	     0.85	     0.85	      0.0	     5.47	                TRUE	   0.7245	   0.6090	   0.8289	1910290.4
